date,0
2013-09-18,1.0
2013-09-23,1.0
2013-09-24,1.0
2013-09-25,1.0
2013-09-26,1.0
2013-09-27,1.0
2013-09-30,1.0
2013-10-08,1.0
2013-10-09,1.0
2013-10-10,1.0
2013-10-11,1.0
2013-10-14,1.0
2013-10-15,1.0
2013-10-16,1.0
2013-10-17,1.0
2013-10-18,1.0
2013-10-21,1.0
2013-10-22,1.0
2013-10-23,1.0
2013-10-24,1.0
2013-10-25,1.0
2013-10-28,1.0
2013-10-29,1.0
2013-10-30,1.0
2013-10-31,1.0
2013-11-01,1.0
2013-11-04,1.0
2013-11-05,1.0
2013-11-06,1.0
2013-11-07,1.0
2013-11-08,1.0
2013-11-11,1.0
2013-11-12,1.0
2013-11-13,1.0
2013-11-14,1.0
2013-11-15,1.0
2013-11-18,1.0
2013-11-19,1.0
2013-11-20,1.0
2013-11-21,1.0
2013-11-22,1.0
2013-11-25,1.0
2013-11-26,1.0
2013-11-27,1.0
2013-11-28,1.0
2013-11-29,1.0
2013-12-02,1.0
2013-12-03,1.0
2013-12-04,1.0
2013-12-05,1.0
2013-12-06,1.0
2013-12-09,1.0
2013-12-10,1.0
2013-12-11,1.0
2013-12-12,1.0
2013-12-13,1.0
2013-12-16,1.0
2013-12-17,1.0
2013-12-18,1.0
2013-12-19,1.0
2013-12-20,1.0
2013-12-23,1.0
2013-12-24,1.0
2013-12-25,1.0
2013-12-26,1.0
2013-12-27,1.0
2013-12-30,1.0
2013-12-31,0.9861208416882081
2014-01-02,0.9879669554997684
2014-01-03,0.9838849250238259
2014-01-06,1.00299263094101
2014-01-07,0.9994727258731577
2014-01-13,0.9887533494358425
2014-01-14,0.9835998126393972
2014-01-15,0.9896071273201283
2014-01-16,1.0069735863339053
2014-01-17,1.0136235718807918
2014-01-20,1.0074081034384945
2014-01-21,1.0185953992614813
2014-01-22,1.0090581888238837
2014-01-23,1.000945589025369
2014-01-24,0.996531588886639
2014-01-27,0.9724390110267565
2014-01-28,0.9782597472676227
2014-01-29,0.9888105869380269
2014-01-30,0.9938914297854127
2014-02-07,0.9829554075806541
2014-02-10,0.9858115021024826
2014-02-11,0.9736744422239163
2014-02-12,0.9719244863886757
2014-02-13,0.9571829048419124
2014-02-14,0.9641404287476321
2014-02-17,0.9738357512072725
2014-02-18,0.9764610903785685
2014-02-19,0.9675245177452254
2014-02-20,0.9706440483432227
2014-02-21,0.982907901399516
2014-02-24,0.999156835638463
2014-02-25,0.9899889818418439
2014-02-26,0.9841052711360734
2014-02-27,0.9849083813483417
2014-02-28,1.0069526279938994
2014-03-03,1.0275021259443515
2014-03-04,1.0252207398533801
2014-03-05,1.0598130500386949
2014-03-06,1.0635072708243816
2014-03-07,1.073481743096597
2014-03-10,1.070103290593687
2014-03-11,1.091600638867714
2014-03-12,1.0734538451830131
2014-03-13,1.0840287478351034
2014-03-14,1.0930597305619094
2014-03-17,1.0937873540323952
2014-03-18,1.1144218532338332
2014-03-19,1.1318572159183669
2014-03-20,1.122750055455781
2014-03-21,1.0917651217861652
2014-03-24,1.0914147887540868
2014-03-25,1.0867514037920278
2014-03-26,1.054523210612724
2014-03-27,1.048312606951609
2014-03-28,1.031136437366741
2014-03-31,1.0112632417610588
2014-04-01,1.0149649312563092
2014-04-02,1.0324658527249082
2014-04-03,1.0337783157506402
2014-04-04,1.0308789431631211
2014-04-08,1.0240969445842842
2014-04-09,1.0194079028751892
2014-04-10,1.041349514332059
2014-04-11,1.0468900943394728
2014-04-14,1.0478965408826721
2014-04-15,1.064224778226492
2014-04-16,1.0506287668747556
2014-04-17,1.0614198304703708
2014-04-18,1.0576301304750275
2014-04-21,1.055723045014651
2014-04-22,1.0657224535672842
2014-04-23,1.0666765982117419
2014-04-24,1.0533888069165915
2014-04-25,1.0220022301735145
2014-04-28,1.0223028281149324
2014-04-29,1.0187610948214108
2014-04-30,1.3418345452081937
2014-05-05,1.3160958505453362
2014-05-06,1.3333115408432723
2014-05-07,1.3502649697880715
2014-05-08,1.344647198939285
2014-05-09,1.3328599547133464
2014-05-13,1.3294325790881443
2014-05-14,1.303720506473417
2014-05-15,1.3176002714576334
2014-05-16,1.309937725622067
2014-05-19,1.2983972775243966
2014-05-20,1.2860177632490162
2014-05-21,1.3134925773748134
2014-05-22,1.301830144778677
2014-05-23,1.3061533792988012
2014-05-26,1.3077348993470492
2014-05-27,1.3084672877946761
2014-05-28,1.2965653745418124
2014-05-29,1.298413399730854
2014-05-30,1.2942784304338228
2014-06-03,1.2837774693721986
2014-06-04,1.2877656700107292
2014-06-05,1.293528350993266
2014-06-06,1.2977700694280638
2014-06-09,1.294408883230548
2014-06-10,1.2869594855896462
2014-06-11,1.2882082726167747
2014-06-12,1.2857831548582033
2014-06-13,1.2696926528949013
2014-06-16,1.2607774310331503
2014-06-17,1.2677228113087708
2014-06-18,1.275303469758248
2014-06-19,1.270456745955621
2014-06-20,1.2690613845564722
2014-06-23,1.289661727277808
2014-06-24,1.294194234072951
2014-06-25,1.288701444012689
2014-06-26,1.2841646286323825
2014-06-27,1.269556736334496
2014-06-30,1.2687917287719626
2014-07-01,1.2503600396949541
2014-07-02,1.2389959744565782
2014-07-03,1.2429895571905065
2014-07-04,1.2412046784466948
2014-07-07,1.261286980165694
2014-07-08,1.2603022526437697
2014-07-09,1.2577370981200455
2014-07-10,1.277268517642189
2014-07-11,1.2790342059442208
2014-07-14,1.312824365983388
2014-07-16,1.3206389274118557
2014-07-17,1.3058221860007269
2014-07-18,1.317464852742595
2014-07-21,1.3068870118712617
2014-07-22,1.3224477364903275
2014-07-23,1.3203963452563177
2014-07-24,1.2958393192813087
2014-07-25,1.2969353027851784
2014-07-28,1.2831738081046191
2014-07-29,1.2711316130388848
2014-07-30,1.2659279930232819
2014-07-31,1.2777658974398265
2014-08-01,1.2901482087489375
2014-08-04,1.2904100342993103
2014-08-05,1.2916076055122558
2014-08-06,1.2883927876784071
2014-08-07,1.2859732707062412
2014-08-08,1.2924370924679947
2014-08-11,1.284756299873481
2014-08-12,1.2823064417248289
2014-08-13,1.2817246225396797
2014-08-14,1.287127800162915
2014-08-15,1.2880500725826929
2014-08-18,1.2953601727747515
2014-08-19,1.3107478163449366
2014-08-20,1.3181602377472412
2014-08-21,1.3242389318594587
2014-08-22,1.3481439740259897
2014-08-25,1.348932634600653
2014-08-26,1.335788056775194
2014-08-27,1.3389153167814776
2014-08-28,1.3354128866542205
2014-08-29,1.3349602452364997
2014-09-01,1.3383790458645446
2014-09-02,1.3328498830012758
2014-09-03,1.3281710301431655
2014-09-04,1.3166741621729077
2014-09-05,1.3220005355038673
2014-09-09,1.320561235228057
2014-09-10,1.3170464419825865
2014-09-11,1.3105294899186355
2014-09-12,1.314806276132822
2014-09-15,1.3021672678974965
2014-09-16,1.296367904353644
2014-09-17,1.3007359845563324
2014-09-18,1.2987882228924126
2014-09-19,1.2903829679821548
2014-09-22,1.2929110714675385
2014-09-23,1.2951292312470242
2014-09-24,1.2931114847743475
2014-09-25,1.3015873579061885
